ph,Hardness,Solids,Turbidity,Potability
,198.2344083,26486.18144,4.148611317,0
,219.0133284,29433.42378,5.77661102,0
9.049166054,169.5092544,4343.356611,2.814000683,0
9.515140615,199.0813173,9082.816175,3.812887661,0
6.14524294,213.1755888,20417.26442,4.09093992,0
7.494212047,210.3472757,29252.50111,5.492704955,0
7.091885817,221.1914756,29091.2071,5.116406585,0
6.624572528,172.0554707,14877.28974,4.333720849,0
6.032188903,200.4207555,32882.15594,3.423831621,0
6.344095425,164.8172074,14973.29736,3.843484016,0
,209.7660217,27382.76933,4.10343896,0
7.459144859,217.7001303,19436.50354,3.841052038,0
6.361666803,175.0439989,25833.85171,3.681765114,0
9.011588754,228.9195192,25208.15184,2.897292531,0
7.466213132,223.1841808,18261.69494,2.081845657,0
5.739816333,189.8277886,15825.44032,2.722571208,0
7.785106673,174.8893609,13404.25433,4.904613044,0
7.138586781,180.9037778,9727.65317,3.272429761,0
8.805177745,157.2319816,4728.650671,5.176205069,0
8.003031485,186.4630821,15007.27268,3.137551206,0
7.157337864,214.0101011,23718.55201,5.183622115,0
6.427365144,202.9449791,20920.25156,3.568823153,0
6.124672271,179.5797525,27951.61307,3.631006709,0
8.457901037,228.7321522,16061.5901,4.914276095,0
5.772197394,200.1449708,27840.69421,3.078985839,0
,220.976049,11562.43551,4.589161805,0
6.760790523,192.1426205,19089.94856,4.905490433,0
7.895045662,174.6926854,10465.2616,3.084431233,0
8.576739928,221.1502583,24897.2866,3.916114733,0
5.596729818,229.2950981,44652.36387,3.826158191,0
8.145632374,218.4408042,31350.27577,4.307547519,0
6.665495068,222.4877721,25319.91387,3.928495392,0
6.499067998,173.7688739,23734.84621,4.355880125,0
9.735889388,209.7615128,10897.15029,5.573210319,0
9.268281895,204.3604853,14333.53802,5.255703382,0
,180.8930357,17705.60862,3.9991255,0
10.0596421,175.8758278,5232.913254,3.81878876,0
6.475885399,177.2949494,16532.82882,4.306112971,0
6.096128348,200.6462242,16932.5771,2.956447478,0
6.297845634,214.2145741,21022.83503,1.680554025,0
5.284096687,185.7054923,26532.73725,4.800963142,0
8.26994471,192.0037757,11889.21775,3.076479932,0
6.03956779,246.6928547,39489.00974,4.206835504,0
6.243279004,171.1038864,19605.02957,3.472839213,0
8.214099764,192.1771266,12819.87544,3.38186391,0
,205.6387903,39742.97033,3.916745527,0
,233.0201336,27071.11862,4.284878629,0
,220.5525236,28135.07684,3.569570266,0
9.836030547,230.4719215,16103.36055,4.219118008,0
8.719764332,219.7788985,30681.12026,2.887725422,0
7.009601694,220.561996,18628.69683,3.121944851,0
6.492638846,172.8639603,14625.56136,4.667770161,0
7.814524321,180.3473084,17516.69936,2.901699556,0
9.652562935,205.2060586,8508.15373,3.192569799,0
8.00754122,151.7363219,8864.68648,5.25017306,0
,170.5500878,17561.27284,3.716659341,0
,204.7349975,33798.10896,3.845127166,0
7.386837696,189.5958143,29122.697,4.816705216,0
5.497580321,204.6828696,29493.42297,5.060114929,0
6.057828114,230.7176933,44868.45837,3.292249267,0
,222.8212131,23879.22676,4.235174415,0
6.268953337,185.7066466,24769.51139,4.674495973,0
,190.9292558,20661.41106,4.969149725,0
6.284984822,196.7750562,29213.62039,5.703287743,0
9.043095632,181.5666628,8273.591971,4.008499341,0
8.523062079,201.6084925,24207.29803,5.112376365,0
,183.4648531,19998.85902,4.183319911,0
,193.4002675,30630.75994,2.913048443,0
4.02905271,203.3868565,42327.16802,4.179656267,0
6.412707042,204.3580969,32333.84154,5.014144884,0
6.27629499,184.9520574,28653.47234,4.342759277,0
7.648877928,188.5069774,22510.97507,4.953533863,0
5.548181849,204.2598994,39997.7837,3.945460484,0
,216.6756187,17870.31525,2.604959925,0
7.468617019,240.3453052,36701.97435,3.384178841,0
,179.1494467,21051.36538,3.764703594,0
7.918150471,214.1866109,23823.49289,4.028958007,0
,191.7642561,10830.80125,4.266775395,0
,181.3746513,14579.82207,4.161749271,0
5.433242117,201.7812455,31157.11017,3.675717673,0
8.33951161,202.2016242,21295.74988,4.827704247,0
6.715719088,195.1905985,19966.7447,2.443008006,0
6.09801209,211.4540103,39352.77584,4.590616741,0
6.576845323,156.2217681,12772.09575,3.771313518,0
4.68109876,220.4761261,38748.41135,4.125750333,0
8.15121531,219.56005,13699.68071,3.523980506,0
,226.5483539,13584.49034,2.364558912,0
,220.8360348,27319.56903,5.666547311,0
5.669689566,194.130069,20081.53795,3.592133424,0
6.6249436,185.4109329,16360.5663,3.546696372,0
8.273643584,188.1607511,11120.70105,3.331583735,0
,241.8955146,25717.93618,4.306218231,0
,221.620058,11954.70073,3.282061393,0
10.50966863,213.8768725,16786.92541,3.505078834,0
5.171434094,207.2805308,44612.75136,2.949431503,0
6.9641983,193.7532798,27408.49933,2.395683182,0
6.548796521,205.168161,13584.90025,4.197305125,0
6.555439264,195.1579765,15405.49648,3.79204017,0
9.042582866,221.3201844,14149.49983,4.34844014,0
5.970578908,202.7455203,19952.30947,5.013281168,0
6.273805782,191.8503964,15130.15437,4.510405324,0
6.604007989,212.9784674,23564.57966,4.458966913,0
7.14394199,153.2363644,11553.03928,3.792840307,0
8.11644657,208.6891531,23985.86442,2.934697437,0
7.66518778,209.9972465,22993.72935,2.707129162,0
5.555352973,154.3006837,20503.43005,4.536145914,0
7.543931305,192.2345408,24227.96114,3.703191306,1
,218.5735482,11724.62332,3.56139783,1
7.340170884,210.1188126,12810.42316,3.919139533,1
10.01518906,210.126717,9064.035831,3.846547549,1
,188.7435625,19037.46264,2.72365054,1
7.846463341,233.9765794,6670.659354,3.885623898,1
,155.6757769,52060.2268,2.000757032,1
6.334162776,197.4823264,23460.82138,4.038829793,1
9.616095703,221.7598179,12538.97403,2.946643668,1
,186.5952548,29496.91016,2.475284464,1
8.892998479,224.078183,22960.18064,3.619132805,1
,195.8365726,14563.68265,3.957011709,1
8.1414299,211.7942673,15494.35984,4.350921901,1
8.165714933,203.4193307,16925.0123,3.92011648,1
4.931958445,164.6667686,31155.54022,5.045982883,1
8.977821883,198.996287,20225.64292,3.199999614,1
7.372611796,220.3871636,17606.88569,3.182521119,1
9.107330383,202.5147114,24678.32929,4.492139949,1
4.168248461,164.3512893,23863.71686,2.804525051,1
7.806909023,216.4731687,21299.31866,5.127910988,1
6.704635426,230.7669398,9727.761716,3.42217862,1
3.623165848,156.8989167,26738.52536,5.370205549,1
7.966856824,186.353361,21440.73885,5.115430914,1
4.595607756,204.8596598,13891.03853,3.978919807,1
,204.6690467,12874.44464,4.058942266,1
3.994497606,179.454192,18682.27714,3.379147351,1
8.907987118,202.4612113,33653.76196,4.641258532,1
5.898726325,198.3100198,21148.2419,4.899815187,1
9.514626622,215.725527,16553.56244,2.64503637,1
8.842463656,229.9644224,7839.31876,4.576728706,1
7.721078494,208.4385926,17248.61874,3.22395109,1
9.089421098,208.91472,32238.07778,4.430116016,1
1.757037115,147.5818314,41538.24273,2.96755413,1
7.725192099,213.9513281,20461.75904,4.163325537,1
6.729191489,178.4936319,31991.95875,5.112254251,1
5.085429353,173.5659711,33455.24099,3.96173067,1
9.545270521,212.0463911,25189.83062,4.983903465,1
,182.5339784,20049.2421,3.693510936,1
6.246264054,163.2180384,26408.88177,5.044454778,1
7.376449105,168.7500072,37191.11414,5.767354666,1
7.802426084,232.67028,14382.90216,4.363529881,1
8.596767212,202.3431875,15173.47115,3.238692933,1
6.436444496,192.9956648,19579.38955,3.415851385,1
7.333477726,233.7213551,16066.55212,4.772662701,1
6.144759038,210.9797475,19981.31519,3.082080496,1
4.725997721,175.9914868,34265.83058,3.644606541,1
5.393345914,172.5502615,28099.03873,4.633854752,1
5.624819996,215.8228726,9028.760345,4.355489162,1
5.768868031,184.3950028,31155.98882,3.092626379,1
,195.8746342,17749.29866,2.775635434,1
5.251353815,167.924336,34768.93342,4.072252323,1
7.688785916,209.1856253,29568.53585,3.918673156,1
3.681076271,144.2652699,26726.77111,3.893070403,1
4.897691707,169.2357683,14676.71627,3.894464333,1
5.842754601,202.0447753,13969.26156,4.490392564,1
,193.4101406,14472.39155,4.41481891,1
5.038316783,170.3604625,25866.10395,3.913695776,1
9.961247709,220.038186,11939.76986,3.246583097,1
7.417502637,198.705653,24389.36289,3.391240667,1
,160.3259716,37795.76332,4.441979836,1
5.099932005,189.6659365,21807.40013,5.159301249,1
3.633162829,179.3505767,28584.17581,3.349571655,1
8.860450854,193.7431052,24085.11214,4.677713327,1
10.13793229,242.005716,15088.82765,3.872018159,1
9.90081484,199.0837518,16233.13468,2.39500211,1
10.2684305,218.2166825,13753.99337,4.304689262,1
0.22749905,152.5301112,39028.59934,3.545741438,1
6.017260924,206.0143998,15157.26879,4.427712282,1
7.110845138,213.8863369,25043.5328,5.712792127,1
6.350290472,190.3837378,14905.39385,4.265233067,1
8.12934172,211.1233123,22982.92744,4.822043564,1
10.25281623,218.2797001,18158.84212,4.559836219,1
5.462355935,187.7095327,11642.149,4.486180492,1
9.239440361,212.5690763,14829.62421,3.471971127,1
7.071314192,213.619625,20038.79642,4.29372656,1
7.115895266,193.7067445,18463.88366,3.736020547,1
8.238996597,199.5945387,25046.79864,3.089923749,1
6.446252032,204.2535631,11104.25051,4.976957858,1
6.161779499,202.7569725,12229.64758,4.003547029,1
6.772156538,196.9000984,13790.2962,3.827255961,1
7.06184552,211.0916871,11300.23811,3.958248504,1
4.638250259,182.4196209,34261.98589,4.124537825,1
7.678966889,205.4799184,7472.50648,3.718981559,1
8.137713063,178.7166329,33786.71631,2.743866752,1
7.481397772,186.0747655,13781.78028,4.03997629,1
8.082148076,185.9324194,28407.66103,3.373484514,1
,210.6273585,27983.17942,4.290393224,1
7.702183099,192.1375306,18126.03096,4.382159162,1
6.750761186,207.2545054,23642.9926,2.777726265,1
,219.7060481,22387.31575,4.649365028,1
6.323942073,185.9924106,23234.78893,3.575010576,1
5.403883692,199.0166741,11571.42154,3.189942299,1
5.699873488,159.4356011,31977.37014,2.416402098,1
7.694264582,184.8363006,22673.03447,5.707192759,1
8.581428694,186.6016211,20590.71211,3.388448222,1
9.888941401,220.638823,19892.38891,3.75016351,1
3.426450368,154.7117245,21839.69596,5.97805394,1
8.370440489,231.4425533,15063.81497,3.21063541,1
,204.852187,13286.15658,4.26852452,1
8.390500572,215.295518,27032.14226,4.150359337,1
7.58194468,193.2864626,21675.68287,4.833345774,1
9.850054687,208.740232,35289.23711,4.521836127,1
5.225683807,185.050444,16276.3986,3.695746982,1
9.663653196,233.487268,13213.57825,4.741944305,1
,158.7629592,26210.11601,5.010163393,1
7.935607325,207.0168521,19657.84331,3.619650737,1
8.92814208,197.6485302,27884.43425,4.111101546,1
6.920342899,207.8213631,16689.7996,3.266213475,1
10.53809844,200.1398287,13867.2442,3.823092676,1
5.729302912,162.8575851,34573.67879,3.556394812,1
5.335688809,178.6401187,37993.18275,3.921976381,1
,177.1740208,38977.3308,3.261591731,1
6.769834881,177.173258,34596.00187,3.655789569,1
6.848329601,195.4514824,15908.64209,3.732202018,1
,231.1598241,12856.72862,3.30829418,1
,205.0887889,27064.41841,4.599572634,1
,155.8643817,28224.77418,4.930189986,1
8.589202344,233.7279746,7263.056749,4.041445671,1
8.473649323,182.9971987,36412.48826,3.487816307,1
7.591346094,199.2553218,25383.76518,4.515150114,1
8.137767883,203.8618673,24172.70331,5.003825786,1
5.35256598,150.4952143,27795.73204,4.779187009,1
7.998090254,241.0002765,9609.740605,2.626546784,1
11.89807803,228.1326732,8296.550611,3.024968487,1
7.442536475,180.8590906,18223.02708,2.191138422,1
5.140800528,209.3585612,21407.61429,4.192257449,1
,242.4134292,9783.368727,4.626701023,1
6.947915534,219.5943849,10337.5417,3.685079273,1
9.622105987,182.9097278,30307.21767,3.975571849,1
5.361211666,171.315543,24709.72886,1.81252894,1
4.909518983,186.1907032,13652.60203,3.785506644,1
6.376408434,182.1210382,33046.72761,5.404045773,1
3.94012546,163.1716531,25911.32168,3.478004808,1
6.916825973,210.8604386,29263.55407,4.598622246,1
9.146557556,226.0934249,6787.48466,3.210881939,1
10.26841472,225.0742181,14694.42062,5.199864588,1
8.787667941,232.4626372,7035.133797,3.489945595,1
7.36876853,213.1970192,18452.02299,3.813881276,1
9.352719753,207.4651604,23558.55475,3.398264165,1
9.393148442,215.0513646,20592.25894,4.665681059,1
7.296572875,197.6469506,22535.08516,4.679168643,1
8.900864697,211.3068119,9592.151333,4.51875067,1
8.107244313,228.1718587,18364.83142,4.688271256,1
7.804368874,216.6738691,14160.68677,4.075556975,1
4.666148131,171.2887001,35680.06788,4.556863752,1
10.90507641,207.0048366,16099.1519,3.720264379,1
4.739548767,162.2468857,27215.90274,2.942348225,1
9.869231935,223.7726613,29549.65882,4.736849577,1
,182.5822278,19575.47536,4.32920405,1
5.827541212,191.0049304,25863.34324,3.179128741,1
0.989912213,133.2169416,16922.8539,5.160603788,1
,235.2405873,10443.79653,3.900508521,1
9.485832873,218.7382355,15357.83337,3.221129819,1
6.435722717,214.7246693,9363.853988,4.925339107,1
6.365497241,205.0565358,7040.737621,5.125416576,1
,202.4751623,23828.20768,5.266367539,1
5.452214926,199.2284675,14446.81239,5.19053381,1
,215.9665791,21852.43794,5.076362464,1
5.433466239,177.8283023,31421.73163,2.871196031,1
7.374775414,217.6986438,12285.89148,3.592264728,1
,175.7085533,25954.03176,2.951395753,0
5.226941884,177.3196034,28398.5542,2.259550289,0
4.594209164,185.6328581,27981.09119,4.917909887,0
6.784133024,212.4423382,12827.62101,5.035822844,0
6.400256164,172.2990001,15936.24736,4.561493819,0
6.839415898,166.8669704,28508.6378,2.854526552,0
6.901863449,164.7234862,20442.61501,4.047907292,0
,191.5548152,22462.11329,5.260301115,0
7.888843574,228.4883938,15824.78873,3.630523985,0
5.527633483,218.5189231,22095.63716,4.59113705,0
6.492403122,234.914512,18607.21319,4.383394692,0
6.684699737,193.8409311,34157.18447,4.030659831,0
,196.3346728,24108.12755,5.034682957,0
6.223677775,238.0842107,22423.49521,3.919575057,0
4.758648347,203.5378325,23603.06542,4.405508764,0
7.440825031,183.3627126,17259.8523,2.496342612,0
8.054885744,200.943484,12642.06595,3.514097775,0
7.061830972,215.946322,24991.76602,4.299018587,0
,214.7378307,12666.00532,5.00587853,0
7.611609817,222.2522695,25063.68301,2.87326121,0
4.691438315,200.8894064,32182.26232,2.730792274,0
8.064170137,209.8393334,8712.002588,3.246077223,0
4.292966858,212.8086454,30434.26912,2.804923583,0
7.865756954,184.9129171,16147.00195,3.738618343,0
9.085637102,238.221968,9001.658753,2.544020276,0
6.592442508,242.4804727,9381.239931,3.060827354,0
7.032818726,168.8223953,29370.26418,3.633373289,0
8.990317234,195.8090284,23728.29401,4.494544339,0
8.561218924,205.3668311,16686.31276,2.813888599,0
6.739157692,156.4827594,30950.6811,5.214484016,0
,209.4268373,20827.98384,4.23825298,0
6.492627157,213.0653848,34314.08709,3.378778493,0
6.753128353,191.9829945,18222.93196,5.102516757,0
5.039373609,142.860598,40829.35317,4.957419783,0
8.296344056,198.1970512,17468.9998,5.400810789,0
5.455599352,152.3867347,37620.24847,4.476348715,0
7.918183321,224.1520045,20012.17298,4.764193594,0
5.01804587,194.6681671,27317.09944,5.035153707,0
6.495435285,252.0109026,32775.63258,3.39047054,0
,203.0502439,28184.90053,4.456104061,0
8.783167624,218.0328398,16183.58665,4.274136884,0
,184.7506979,28499.10733,3.403269587,0
8.159666704,215.6482163,17068.29886,2.957194849,0
7.685396843,230.3357076,7324.701425,4.179187128,0
7.762020745,173.636742,15548.41667,3.256301329,0
7.207931097,204.0103465,18493.87218,4.705561884,0
6.9870415,169.7271158,19472.62433,4.475161103,0
4.692196563,221.5477734,24211.63077,4.009006062,0
,219.7257126,9840.78282,3.183435323,0
4.059431468,200.3830795,25770.00672,4.330321564,0
8.389945659,213.6656848,17674.70615,3.569717312,0
10.69553249,220.4510783,10571.77038,4.154845328,0
6.791696907,175.8943459,21467.95087,2.817391374,0
9.953952112,232.9490019,3773.281147,4.052905069,0
,218.9864062,9836.401847,3.837256627,0
4.489783796,188.2519391,14906.04792,3.776225631,0
8.020869103,175.8736762,21759.36393,3.442121236,0
5.090035332,174.2663575,34094.05718,4.83886228,0
6.466874709,214.3372704,14848.12949,3.408168792,0
6.702496216,208.5537845,29057.22762,4.267952934,0
5.766204134,179.5726525,27700.12195,4.47201817,0
6.571099217,207.741025,23372.88265,4.555949236,0
8.509220049,200.3043481,10587.30493,2.519891581,0
5.953981878,186.4570837,32241.07961,4.071916487,0
5.403196492,185.6435227,27509.89342,3.871463111,0
5.596929951,162.7246723,23930.37455,3.506764606,0
10.63290961,198.3780118,12958.74846,3.722454851,0
4.916819229,162.4567843,22829.12321,3.836703239,0
7.183095932,200.368159,13501.67797,3.806539439,0
5.923441415,167.6586022,25951.55404,4.10736363,0
7.377036504,175.0082757,15340.95184,4.531658688,0
7.833495881,220.9574326,28338.98146,5.580829963,0
4.745764371,186.3031371,33153.81298,3.699146259,0
9.055825785,196.4758989,20226.28794,5.45691283,0
5.492155983,176.2714037,26422.09789,3.294129366,0
4.487517479,199.0514027,36860.4689,2.765722248,0
7.027185659,185.3207014,30988.97302,5.35304334,0
10.20064451,182.0806013,8016.202938,5.174719759,0
6.784279329,140.3667086,17569.57982,4.045547056,0
8.080415244,166.8917001,18136.12886,4.070824292,0
,191.348259,14017.37207,4.167336457,0
7.344975869,182.3069422,5689.804405,3.418763195,0
5.923739955,200.5612126,33306.01254,3.884460371,0
8.285395275,196.5520678,19096.82237,5.438487907,0
5.949518764,160.4426313,16898.8083,4.072197622,0
,192.2021681,34160.92514,2.998335472,0
,215.9971166,35971.02511,2.934137001,0
5.296578804,220.0808324,39537.08646,3.918469801,0
10.28206797,198.5463635,8108.297322,4.572923004,0
7.016836113,167.3621871,18014.9957,4.101397991,0
6.871607245,197.5170934,19557.99372,4.180389312,0
,214.1723298,8985.911807,5.504749397,0
8.274069059,195.8033305,18091.20261,2.575423028,0
8.238878989,198.2134051,11451.31222,2.784712797,0
5.791154373,190.4316792,20288.23557,4.104834817,0
6.153368957,237.1398278,22052.03462,4.030337485,0
7.303051906,196.9528752,22053.01026,4.14486994,0
7.5926723,177.0808395,14912.22551,3.341426728,0
6.784116115,189.6083467,12736.865,4.072186608,0
5.606856131,211.5130972,32423.46269,4.070966098,0
,223.4431113,36290.74611,3.817778953,0
4.922045466,197.2872066,38494.72025,2.291694536,0
5.700784947,185.9222471,27365.10636,3.978141279,0
,215.5784642,25338.61934,3.13400015,0
10.67805626,168.6957663,7066.376917,4.308256961,0
7.602121475,199.3531655,11346.14345,3.698874769,0
8.846281957,188.4150006,17734.94963,2.925037558,0
6.751698586,203.4004519,26325.8177,3.756006672,0
,148.1031295,13597.89604,3.619590635,0
,202.0798645,12519.09066,4.43921524,0
5.088213197,159.9626123,39125.2092,2.600618679,0
6.954907217,159.7663994,21895.2857,3.169714976,0
8.983811794,204.6485152,15158.72175,2.445673388,0
9.519659984,204.0809451,17258.18835,3.994556136,0
4.700392724,195.3528073,35216.53427,3.481943696,0
10.38613293,200.8911924,17982.38726,4.921340625,0
5.746529194,183.4717941,35633.26851,3.808372006,0
,192.9703798,11125.44354,4.699120987,0
,248.9546551,25253.07906,3.941073832,0
10.8112895,209.10305,11848.22827,4.416183694,0
8.966835973,228.6913547,16764.85476,3.654354962,0
,212.449974,5699.504942,2.27639196,0
6.848805453,204.8127108,20555.55957,3.130044763,0
8.861701557,200.6122986,15247.12803,3.579107242,0
4.252985001,149.9386547,20497.82222,3.58830042,0
6.729829904,229.4077836,23114.03183,4.724321913,0
5.924540482,186.6200684,44376.18738,4.224342509,0
6.783888468,193.6535806,13677.10644,3.250022229,0
7.390896679,219.3359778,25574.09172,4.325131645,0
6.470151959,176.7363757,30594.28067,3.125391112,0
6.93039147,190.1893878,25780.05908,3.699796036,0
9.302441188,236.5807942,5230.63043,3.675985498,0
7.421997644,220.3853144,15772.65317,3.603609581,0
6.583064856,163.3616035,17977.69394,3.772858553,0
6.204429354,211.640958,35439.68784,4.106807505,0
9.066628054,203.3841234,22710.45837,4.055421251,0
4.713116701,209.3420509,20070.56779,3.923356036,0
10.58138599,213.7764386,11298.45009,2.966945651,0
7.574261237,227.9846646,8672.527773,3.686758983,0
6.138785152,158.422129,20129.97882,4.677289618,0
5.276323544,186.3825903,42063.8744,3.883029041,0
6.776879088,189.4388127,19663.79131,3.322065007,0
7.239415921,211.8728279,13911.82663,4.531825295,0
6.552279123,190.547678,15362.45238,3.443385019,0
8.408766231,210.7954061,27662.3971,2.372791477,0
7.986398706,202.0939398,20447.49013,4.814779191,0
7.366915284,185.0435967,14151.76008,3.051316563,0
6.062738419,224.8411806,25842.58128,4.369454697,0
7.8564711,204.7834281,5619.135558,4.534681098,0
5.15839641,189.2957887,35086.39696,4.645852435,0
,197.5707363,17439.44406,3.458320001,0
6.39908051,230.0279326,23037.07683,2.620538023,0
7.394255556,207.9630384,29917.82021,4.263192772,0
4.443850856,240.1679012,24070.26365,5.038118946,0
8.247148271,175.9118303,9913.963346,3.94196926,0
4.902158989,214.6437558,28278.78928,3.499048523,0
6.86313625,194.5866593,23610.51756,4.319777195,0
6.66953238,190.7511649,16246.17319,1.964863097,0
7.595669984,207.1154702,13486.14219,3.403393177,0
8.163076383,183.1618528,20335.67651,3.287243971,0
8.87027826,193.3699479,16854.12946,4.182740665,0
8.769676022,215.3687416,13969.43886,3.776718462,0
4.737391257,215.5295107,30684.21164,3.853388072,0
7.790874862,196.4787124,24061.3496,3.076214341,0
,238.4095981,26493.07621,3.241267187,0
6.0873061,214.556086,11628.33668,3.666671803,0
7.651294226,200.7170513,11699.13355,3.258041647,0
4.771490669,200.3740756,48002.0846,3.936972573,0
,190.6306362,26913.37349,3.452821864,0
5.392057607,198.0171652,19900.40784,2.978925445,0
5.477283049,165.4360934,29046.08352,6.35743852,0
6.364155674,193.5069028,22958.00999,4.764412042,0
,226.7656465,39942.9539,4.863377535,0
8.347949483,231.2031014,13533.23003,4.217861431,0
6.615981652,194.980636,20919.05143,4.635709127,0
8.312379503,203.7445475,8727.247349,2.98809301,0
6.836224939,166.7429616,24293.17266,3.666613686,0
6.385470898,231.4884577,26756.918,4.681716653,0
6.490037175,205.5415172,19397.32389,2.430883294,0
,236.3569746,24873.62278,5.284233272,0
6.648849186,181.6881221,30733.50384,4.827527398,0
,210.9797468,21174.40848,4.217553378,0
9.323583858,212.7106698,15751.1753,3.006650222,0
4.581968728,186.0979153,33897.0682,4.500207625,0
7.884841993,229.2426598,21733.82804,4.631640754,0
6.168838539,238.3010478,24827.51664,4.435760073,0
7.230845307,177.5748031,17864.68939,5.622018081,0
,235.0045977,3900.913892,4.071343675,0
8.693104326,184.7728094,13283.77805,2.898223061,0
,194.8060914,32981.23946,3.231679693,0
4.797460182,190.3151268,21280.24656,4.038502789,0
9.319176393,199.3335654,14294.24035,4.129230416,0
7.581687577,180.7491402,11989.24624,4.457282487,0
5.348213659,232.6685087,11797.92092,3.31116811,0
5.487876363,179.2069831,20162.01862,4.223576482,0
,206.577843,40710.52439,5.486132309,0
8.315959071,221.2702228,16123.30445,2.760212574,0
8.551077748,216.4159321,28909.29028,4.04637969,0
6.013160966,218.8432561,21573.74757,3.455622541,0
5.744067537,173.8508816,28391.99819,3.171655208,0
5.218989651,164.7909916,27007.88691,4.383942554,0
,240.4297868,25959.6139,3.358353455,0
7.458707683,207.7865734,10513.29678,2.938082397,0
11.02787986,228.3227976,13124.10564,4.178897909,0
6.72958019,242.1641459,17975.55323,4.003458052,0
4.1502143,174.9267412,41489.63981,3.502370872,0
7.159398311,171.8161053,28954.80101,3.254926497,0
,235.4174567,13927.00251,3.66264816,0
6.209697437,169.3185048,22610.76871,3.893766831,0
,178.7777161,10490.83899,4.126407533,0
9.608533594,231.3402282,4544.841718,3.042796944,0
5.375895979,153.7128743,56867.85924,4.17421964,0
8.69712216,166.4527742,27752.00024,4.180567593,0
7.748928548,198.8430942,18939.93665,3.136945007,0
7.117917746,216.1163186,20067.57279,4.213567957,0
8.31002902,212.6982764,40936.15339,4.775784922,0
5.524296531,157.1424243,26220.17421,4.033391218,0
10.20142576,190.799079,8918.8926,3.964449588,0
5.368125754,190.9379793,32619.31297,2.004142586,0
8.937802408,147.9168921,10562.46054,2.831234426,0
8.124207826,207.5095152,26489.1147,4.724456578,0
7.184973119,201.0792194,25234.42797,3.665410662,0
5.499489286,230.3087747,13902.96865,5.846826958,0
,256.6734691,8904.799818,3.371680094,0
5.319769073,204.202072,22390.79557,2.92573204,0
6.369111631,235.3409427,34456.80113,2.275903461,0
6.733493842,197.5626646,27430.44173,3.178003605,0
6.883015402,210.5022172,14298.41046,4.102291769,0
8.013516429,225.156452,20375.66827,4.44490059,0
8.272055091,204.2253291,24196.52268,5.140207743,0
8.746985976,148.3937237,22174.78114,4.763730536,0
8.154840855,202.3173348,25620.77137,3.696327575,0
9.045720545,222.1841691,22829.11084,4.213700444,0
8.922409559,207.5207264,13291.92261,4.081728016,0
5.961301572,182.108995,23926.07882,4.919585047,0
,205.4389768,20113.89757,3.651864699,0
8.184410006,166.6365538,17944.85238,4.5990822,0
7.636454091,238.9360743,18136.26158,3.332906497,0
7.775385593,193.0771683,15704.48209,3.309471716,0
7.617148871,196.606942,27080.26872,2.391540006,0
6.664934584,218.7700084,16477.35081,4.502138214,0
,182.1618803,30646.81528,3.855772964,0
8.815357953,208.331084,26780.69179,2.87588018,0
7.765635562,173.1855689,13736.34204,3.21444964,0
6.225152013,169.7411715,29533.60883,2.770822653,0
,223.7204305,15893.67441,4.157927298,0
8.56704382,160.217867,23683.11019,2.804926824,0
6.994194675,216.6653186,23027.38526,4.398900709,0
3.344588533,156.4799268,55334.7028,2.575141031,0
,198.6549758,20063.49033,4.565423282,0
,192.2541619,21762.61415,4.344804944,1
7.774468469,216.7528722,22316.39828,3.891097334,1
,172.7314328,28894.47697,2.959749614,1
7.203438849,168.4453579,22826.4847,6.389161009,1
6.150487601,240.8884224,6342.502843,3.551655811,1
,225.9590923,9660.658302,3.959293615,1
6.767523658,203.7510557,21162.72673,3.300253498,1
8.037430327,148.4153089,48410.47101,2.506238127,1
8.177174974,210.44877,18626.14931,3.325638986,1
6.744799075,204.0843182,20215.69752,4.86854263,1
7.603775446,214.682778,11459.62244,3.584985024,1
8.546145555,177.8462444,23349.48542,3.505300168,1
5.432512085,231.3515758,14970.64724,3.874425315,1
7.71408936,194.7382822,27336.96262,3.182582857,1
8.154531511,168.0989354,21361.19705,2.460464867,1
,190.2191676,23094.87239,2.9770474,1
7.845879929,193.7849998,13769.86024,3.667154205,1
7.156424495,197.9935375,27025.20696,2.958414712,1
5.694694238,240.7121821,7998.674511,3.8706108,1
6.707685556,199.2853743,17435.34021,3.822668715,1
4.775221956,231.9985786,13978.17266,3.223080865,1
,200.3152357,19947.43447,4.387208418,1
,205.1283035,17537.98962,2.999702321,1
8.501711439,193.9089061,21289.17959,5.612295662,1
7.741245059,218.2371865,22824.69947,3.741143366,1
4.187490815,208.3741881,21809.70983,4.592959344,1
,142.1455656,45141.68604,4.604724796,1
7.808012212,179.7999166,17037.72537,4.165549906,1
5.895948983,187.1536166,37118.25544,3.659652968,1
7.269652253,155.1575203,31161.36839,3.789236757,1
,213.0411915,12036.64304,3.89891586,1
9.489600966,167.8876287,40032.414,4.300694899,1
7.457979827,183.4613095,14733.45876,4.497730796,1
7.992320364,230.1795734,17076.66379,4.342796788,1
7.746343115,212.2746448,21670.59366,3.678686031,1
8.27579563,163.3559608,22013.96491,4.72133955,1
6.879959452,163.5933393,44586.81265,5.688206949,1
6.799375518,239.0576795,7986.493239,3.819985377,1
8.167767663,144.9029318,36185.67854,3.41068554,1
,214.6573313,19692.46439,3.261651399,1
4.736404607,203.2764198,28698.72996,4.995601766,1
